WORD	NON_ESSENTIAL	Not
2-dehydrogenase	5	1
Two component transcriptional regulator, luxr family	5	1
response to stress	5	1
Hydrogenase assembly chaperone hypC hupF	5	1
Pfam:HIM	5	1
Domain-Containing protein	5	1
TetR family transcriptional Regulator	5	1
cell wall organization	5	1
Hydrogenase expression	5	1
PTS system lactose cellobiose-specific transporter subunit IIB	5	1
Catalyzes the dehydration of inosose (2-keto-myo- inositol, 2KMI or 2,4,6 3,5-pentahydroxycyclohexanone) to 3D- (3,5 4)-trihydroxycyclohexane-1,2-dione (D-2,3-diketo-4-deoxy-epi- inositol) (By similarity)	5	1
Anti-FecI sigma factor, FecR	5	1
Oligogalacturonide transporter	5	1
outer membrane efflux protein MdtP	5	0
Urea amidohydrolase subunit alpha	5	0
D-allose kinase	5	0
replicative DNA helicase	5	0
head-tail joining protein	5	0
Ompa motb domain protein	5	0
possibly part of a tripartite efflux system composed of MdtN, MdtO and MdtP which could be involved in resistance to puromycin, acriflavine and tetraphenylarsonium chloride	5	0
2-hydroxyglutaryl-CoA dehydratase	5	0
Permease family	5	0
type VI secretion-associated protein, VC_A0119 family	5	0
Gram-negative porin	5	0
Inner membrane ABC transporter permease protein YcjP	5	0
Transcriptional regulator GntR family	5	0
Catalyzes the insertion of one atom of molecular oxygen into position 2 of the phenyl ring of 3-(3- hydroxyphenyl)propionate (3-HPP) and hydroxycinnamic acid (3HCI) (By similarity)	5	0
Urea amidohydrolase subunit beta	5	0
Cryptic beta-D-galactosidase subunit alpha	5	0
drug resistance transporter, Bcr CflA	5	0
tape measure protein	5	0
Inner membrane protein YcfT	5	0
Heavy-metal-associated domain	5	0
Catalyzes the pyrimidine ring opening between N-3 and C- 4 by an unusual flavin hydroperoxide-catalyzed mechanism to yield ureidoacrylate peracid. It cleaves pyrmidine rings directly by adding oxygen atoms, making a toxic ureidoacrylate peracid product which can be spontaneously reduced to ureidoacrylate (By similarity)	5	0
Multifunctional protein that includes general (non sugar-specific) and sugar-specific components of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr). HPr transfers the phosphoryl group to the phosphoryl carrier EIIA, which then transfers it to EIIB (By similarity)	5	0
TROVE domain	5	0
HipA N-terminal domain protein	5	0
L-seryl-tRNA selenium transferase	5	0
malate L-lactate dehydrogenase	5	0
Xylose isomerase-like TIM barrel	5	0
enzyme with similarity with gst	5	0
dimethyl sulfoxide reductase chain YnfF	5	0
lipoprotein ybfN	5	0
DNA-binding transcriptional repressor EbgR	5	0
RHS Repeat	5	0
Potassium channel	5	0
Can catalyze the oxidation of choline to betaine aldehyde and betaine aldehyde to glycine betaine (By similarity)	5	0
ORF6N domain	5	0
Iron-dicitrate transporter subunit	5	0
Urea amidohydrolase subunit gamma	5	0
PKHD-type hydroxylase	5	0
acriflavin resistance protein	5	0
Formate dehydrogenase	5	0
inner membrane transporter yiJE	5	0
F protein	5	0
KilA-N domain	5	0
Multidrug resistance protein mdtN	5	0
tRNA-binding protein	5	0
Glycerol kinase	5	0
Oxidoreductase, alpha molybdopterin subunit	5	0
ABC-type transporter, periplasmic subunit	5	0
Catalyzes the retro-aldol cleavage of 4-hydroxy-2- oxopentanoate to pyruvate and acetaldehyde. Is involved in the meta-cleavage pathway for the degradation of aromatic compounds (By similarity)	5	0
Inherit from proNOG: Cytotoxic translational repressor of toxin-antitoxin stability system	5	0
FGGY-family pentulose kinase	5	0
PTS system 2-O-a-mannosyl-D-glycerate specific transporter subunit IIABC	5	0
amine oxidase	5	0
activator	5	0
transfer protein TraN	5	0
DNA-binding transcriptional regulator DhaR	5	0
Radical SAM domain-containing protein	5	0
Catalyzes the phosphorylation of methylthioribose into methylthioribose-1-phosphate (By similarity)	5	0
Involved in urease metallocenter assembly. Binds nickel. Probably functions as a nickel donor during metallocenter assembly (By similarity)	5	0
siderophore receptor	5	0
6-phosphogluconolactonase	5	0
lysine exporter protein LysE YggA	5	0
Catalyzes the conversion of acetaldehyde to acetyl-CoA, using NAD( ) and coenzyme A. Is the final enzyme in the meta- cleavage pathway for the degradation of aromatic compounds (By similarity)	5	0
iron compound-binding protein of ABC transporter family	5	0
pct identical to residues 1 to 169 of 169 from GenPept gb AAC82673.1 (AF074611) transposase Yersinia pestis	4	57
cysteine glutathione ABC transporter membrane ATP-binding	4	22
PPIases accelerate the folding of proteins (By similarity)	4	22
Pfam:Ins_element1	4	14
dihydrolipoyl dehydrogenase	4	13
Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen (By similarity)	4	13
oligogalacturonate-specific porin	4	12
Removes the N-terminal methionine from nascent proteins (By similarity)	4	11
Universal stress protein F	4	9
lipid A biosynthesis (Kdo)2-(Lauroyl)-lipid IVA acyltransferase	4	9
NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	4	9
Cytochrome d ubiquinol oxidase subunit III	4	9
lipopolysaccharide biosynthesis protein	4	9
Branched-chain amino acid aminotransferase	4	9
PTS system N,N'-diacetylchitobiose-specific transporter subunit IIB	4	9
Catalyzes the irreversible cleavage of the glycosidic bond in both 5'-methylthioadenosine (MTA) and S- adenosylhomocysteine (SAH AdoHcy) to adenine and the corresponding thioribose, 5'-methylthioribose and S-ribosylhomocysteine, respectively (By similarity)	4	9
lipoprotein YgdR	4	9
Part of the ABC transporter complex MlaFEDB that actively prevents phospholipid accumulation at the cell surface. Probably maintains lipid asymmetry in the outer membrane by retrograde trafficking of phospholipids from the outer membrane to the inner membrane	4	9
Alpha-keto-beta-hydroxylacyl reductoisomerase	4	9
inner membrane protein YbjM	4	9
thymidine kinase	4	9
heat shock protein 15	4	9
shikimate dehydrogenase	4	9
UPF0250 protein	4	9
Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate-dependent enzymes. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate (By similarity)	4	9
(ubiquinol oxidase) subunit II	4	9
UPF0266 membrane protein	4	9
Protein of unknown function (DUF1488)	4	9
phosphoriboisomerase A	4	9
transport of potassium into the cell	4	9
Specifically methylates the cytosine at position 967 (m5C967) of 16S rRNA (By similarity)	4	9
50s ribosomal protein l32	4	9
Toxic component of a toxin-antitoxin (TA) module. A	4	9
YheO domain protein	4	9
homeobox protein	4	8
uncharacterized protein yhfG	4	8
Involved in the active translocation of vitamin B12 (cyanocobalamin) across the outer membrane to the periplasmic space. It derives its energy for transport by interacting with the trans-periplasmic membrane protein TonB (By similarity)	4	8
IS2 transposase	4	8
LysM domain BON superfamily protein	4	8
Converts alpha-N-acetylneuranimic acid (Neu5Ac) to the beta-anomer, accelerating the equilibrium between the alpha- and beta-anomers. Probably facilitates sialidase-negative bacteria to compete sucessfully for limited amounts of extracellular Neu5Ac, which is likely taken up in the beta-anomer. In addition, the rapid removal of sialic acid from solution might be advantageous to the bacterium to damp down host responses (By similarity)	4	8
Inner membrane protein yiaH	4	8
carboxylate amino acid amine transporter	4	8
citrate carrier protein	4	7
Exopolysaccharide production protein YjbE	4	7
Although this protein associates with the 30S subunit of the ribosome it is not considered to be a bona fide ribosomal protein	4	7
Effector proteins function to alter host cell physiology and promote bacterial survival in host tissues. This protein is an E3 ubiquitin ligase that interferes with host's ubiquitination pathway	4	7
Salmonella outer protein D	4	7
Prokaryotic N-terminal methylation motif	4	6
Curli production assembly transport component, CsgF	4	6
Cytochrome c nitrite reductase, pentaheme subunit	4	6
Colanic acid biosynthesis protein wcaK	4	6
L( )-tartrate dehydratase subunit beta	4	6
Transcriptional regulator (IclR family)	4	6
nitrite transporter	4	6
Inherit from proNOG: cytoplasmic protein	4	5
Involved in the biogenesis of TorA. Acts on TorA before the insertion of the molybdenum cofactor and, as a result, probably favors a conformation of the apoenzyme that is competent for acquiring the cofactor (By similarity)	4	5
Conjugal transfer protein	4	5
Uncharacterized protein conserved in bacteria (DUF2136)	4	5
Bacterial extracellular solute-binding proteins, family 5 Middle	4	5
Protein of unknown function (DUF2491)	4	5
Major tail protein	4	5
Ion transport protein	4	5
purine permease ybbY	4	5
Protein of unknown function (DUF2645)	4	4
antigen 43	4	4
vimentin	4	4
Fimbrial chaperone protein	4	4
Inherit from proNOG: phage-related membrane protein	4	4
shikimate 5-dehydrogenase	4	4
inner membrane lipoprotein	4	4
CRISPR-associated helicase, Cas3	4	4
Inherit from proNOG: transcriptional regulator	4	4
Lysis protein S homolog from lambdoid prophage	4	3
Pfam:PhdYeFM	4	3
Hok/gef family	4	3
Molydopterin dinucleotide binding domain	4	3
AraC-like ligand binding domain	4	3
dienelactone hydrolase	4	3
Uncharacterized alpha/beta hydrolase domain (DUF2235)	4	3
Inherit from COG: YD repeat protein	4	3
Phage late control gene D protein (GPD)	4	2
Transcriptional activator FeaR	4	2
Protein of unknown function (DUF550)	4	2
Tetrathionate reductase subunit A	4	2
DnaJ domain protein	4	2
Serine dehydratase beta chain	4	2
PyrBI operon attenuator	4	2
effector protein	4	2
Protein of unknown function (DUF2786)	4	2
MT-A70 family	4	2
secretion system effector	4	2
phage major capsid protein, HK97 family	4	2
Protein of unknown function (DUF2766)	4	2
Pertactin	4	2
Transcriptional Regulator, XRE family	4	2
Protein of unknown function (DUF3279)	4	2
Protein of unknown function (DUF1018)	4	2
conjugative transfer	4	2
Permease large protein, C4-dicarboxylate transport system	4	2
Maltoporin	4	2
Pfam:UPF0005	4	2
Inherit from proNOG: Gcn5-related n-acetyltransferase	4	2
Bacterial regulatory protein, Fis family	4	2
Putative inner membrane protein (DUF1819)	4	2
Domain of unknown function (DUF1788)	4	2
myo-inositol catabolism protein	4	2
Part of a 2 protein system that seems to be dedicated to regulate transcription of csgD. The CsdG protein in turn regulates expression of adhesive curli fimbriae genes csgEFG, csgBAC ymaD and adrA (yaic). Activity of this protein is antagonized by the phosphodiesterase Gmr (YciR). In vitro has weak diguanylate cyclase activity. Cyclic-di-GMP is a second messenger which controls cell surface-associated traits in bacteria	4	2
uncharacterized protein ygaH	4	1
Cold-Shock Protein	4	1
dehydratase, YjhG YagF family	4	1
carboxymuconolactone decarboxylase family protein	4	1
Protein of unknown function (DUF1266)	4	1
BNR/Asp-box repeat	4	1
Inner membrane ABC transporter permease protein ycjO	4	1
Glyco_18	4	1
ribose-5-phosphate isomerase B	4	1
Protein of unknown function (DUF2857)	4	1
transcriptional regulator, lysR	4	1
Facilitates the functional incorporation of the urease nickel metallocenter. This process requires GTP hydrolysis, probably effectuated by UreG (By similarity)	4	1
G protein	4	1
SNARE associated Golgi protein	4	1
Mu-like prophage FluMu protein gp28	4	1
Catalyzes the non-heme iron(II)-dependent oxidative cleavage of 2,3-dihydroxyphenylpropionic acid and 2,3- dihydroxicinnamic acid into 2-hydroxy-6-ketononadienedioate and 2- hydroxy-6-ketononatrienedioate, respectively (By similarity)	4	1
PTS system cellobiose arbutin salicin-specific transporter	4	1
catalyzes the conversion of fructoselysine 6-phosphate to glucose 6-phosphate and lysine	4	1
Residues 178 to 214 of 214 are 78.37 pct identical to residues 1 to 37 of 37 from GenPept.129 gb AAL57577.1 AF453442_6 (AF453442)	4	1
Mg2 transport protein CorA	4	1
Sodium:sulfate symporter transmembrane region	4	1
head-to-tail joining protein	4	1
restriction endonuclease	4	1
assembly protein TraF	4	1
Uncharacterized protein conserved in bacteria (DUF2145)	4	1
PTS system beta-glucoside-specific transporter subunit IIABC	4	1
phosphinothricin	4	1
shikimate dehydrogenase substrate binding	4	1
Sucrose operon repressor	4	1
head-tail adaptor	4	1
RHS repeat-associated core domain protein	4	1
Conjugal transfer protein TrbI	4	0
Aldehyde ferredoxin oxidoreductase	4	0
malonate decarboxylase subunit beta	4	0
Nitrite reductase (NAD(P)H) large subunit	4	0
PTS system N-acetylgalactosamine-specific transporter subunit IIB	4	0
Phosphotransferase system, lactose cellobiose-specific IIB subunit	4	0
IS600 orf2	4	0
Could be part of an electron transfer system required for anaerobic carnitine reduction. Could be a 3Fe-4S cluster- containing protein	4	0
Bacterial protein of unknown function (DUF905)	4	0
Galactosamine-6-phosphate isomerase	4	0
drug resistance transporter EmrB QacA	4	0
-transport system	4	0
Protein PhsC homolog	4	0
2-nitropropane dioxygenase	4	0
transfer pilus assembly protein TraB	4	0
General secretion pathway protein J	4	0
Protein of unknown function (DUF1215)	4	0
Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1-P) (By similarity)	4	0
Protein of unknown function (DUF2531)	4	0
Tail completion protein R	4	0
chlorohydrolase aminohydrolase	4	0
Part of the ABC transporter complex BtuCDF involved in vitamin B12 import. Responsible for energy coupling to the transport system (By similarity)	4	0
S-methylmethionine transporter	4	0
oligogalacturonide lyase	4	0
Cellulose biosynthesis protein BcsF	4	0
major tail subunit	4	0
DNA methylase	4	0
Protein of unknown function (DUF3486)	4	0
ABC-type nitrate sulfonate bicarbonate transport	4	0
lysis protein	4	0
Phenylacetate-CoA oxygenase, PaaG subunit	4	0
Inherit from proNOG: ParB-like nuclease domain	4	0
polar amino acid ABC transporter, inner membrane subunit	4	0
Homocysteine s-methyltransferase	4	0
Plasmid stabilization system	4	0
Capsid protein of prophage	4	0
is629 orf1	4	0
Involved in the formation of 2-(5''-phosphoribosyl)-3'- dephosphocoenzyme-A, the prosthetic group of the acyl-carrier protein of the malonate decarboxylase (By similarity)	4	0
conjugative transfer protein TrbC	4	0
of 539 from GenPept.129 gb AAL57569.1 AF453441_53 (AF453441) transposase Escherichia coli	4	0
lipoprotein YafL	4	0
helix-turn-helix domain-containing protein	4	0
ANTAR domain-containing protein	4	0
4-carboxy-4-hydroxy-2-oxoadipate aldolase oxaloacetate decarboxylase	4	0
Selenium-dependent molybdenum hydroxylase system protein, YqeB family	4	0
UPF0379 protein ybiM	4	0
Protein of unknown function (DUF465)	4	0
with YgfM and YgfN forms a selenate reductase, which seems to catalyze the reduction of selenate to selenite	4	0
protein ybcN in lambdoid DLP12 prophage regi	4	0
Electron transport protein	4	0
DoxX Family	4	0
nitrate ABC transporter	4	0
succinate dehydrogenase fumarate reductase, flavoprotein subunit	4	0
Pfam:Muc_lac_enz	4	0
SSS sodium solute transporter superfamily	4	0
FAD NAD(P)-binding domain	4	0
MerR family regulatory protein	4	0
Inherit from proNOG: membrAne	3	16
malonyl CoA-acyl carrier protein transacylase	3	15
isocitrate dehydrogenase (NADP)	3	13
Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome (By similarity)	3	13
pyrophosphate phospho-hydrolase	3	13
single-stranded DNA-binding protein	3	13
Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism (By similarity)	3	12
Dihydrolipoamide acetyltransferase	3	12
DNA protecting protein DprA	3	12
Sel1 repeat	3	12
ISPsy9, transposase OrfA	3	11
type 1 fimbriae regulatory protein	3	10
DNA-binding transcriptional activator BglJ	3	10
Catalyzes the interconversion of beta-pyran and beta- furan forms of D-ribose (By similarity)	3	10
UDP-glucose 6-dehydrogenase	3	10
Cytochrome D ubiquinol oxidase, subunit II	3	10
UPF0270 protein	3	10
Inner membrane protein YhaH	3	10
Protein of unknown function (DUF1107)	3	10
PTS system N,N'-diacetylchitobiose-specific transporter subunit IIC	3	10
Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group (By similarity)	3	10
tRNA ligase	3	10
This regulatory protein, when combined with SAM (S- adenosylmethionine) represses the expression of the methionine regulon and of enzymes involved in SAM synthesis (By similarity)	3	10
Component of the pyruvate dehydrogenase (PDH) complex, that catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2) (By similarity)	3	10
Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA (By similarity)	3	10
Trap dicarboxylate transporter, dctm subunit	3	10
Could be involved in ECA polysaccharide chain elongation (By similarity)	3	10
dna polymerase iii, chi subunit	3	10
Fimbriae (also called pili), polar filaments radiating from the surface of the bacterium to a length of 0.5-1.5 micrometers and numbering 100-300 per cell, enable bacteria to colonize the epithelium of specific host organs	3	10
The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing (By similarity)	3	10
Protein of unknown function (DUF2002)	3	10
Amino acid permease	3	10
Part of a sulfur-relay system (By similarity)	3	10
Type III secretion system protein	3	10
DNA-binding protein H-ns	3	10
Necessary for the succinyl substitution of periplasmic glucans. Could catalyze the transfer of succinyl residues from the cytoplasmic side of the membrane to the nascent glucan backbones on the periplasmic side of the membrane (By similarity)	3	10
integral membrane protein, YccS YhfK family	3	9
Repressor protein MetJ	3	9
DNA-binding transcriptional regulator	3	9
Curli are coiled surface structures that assemble preferentially at growth temperatures below 37 degrees Celsius. Curli can bind to fibronectin. The minor subunit is the nucleation component of curlin monomers	3	8
dTDP-4-dehydrorhamnose reductase	3	8
is2 orf1	3	8
serine threonine protein phosphatase	3	7
Citrate transporter	3	7
Protein of unknown function (DUF2633)	3	7
Type-1 fimbrial protein	3	7
lipopolysaccharide 1,2-glucosyltransferase	3	7
Xanthosine permease	3	6
Nucleoside-specific channel-forming protein, Tsx	3	6
general secretion pathway protein D	3	6
Dipeptidase	3	6
Phosphorylates fructoselysine to yield fructoselysine 6- phosphate	3	6
Involved in pyrimidine base degradation. Catalyzes physiologically the reduction of uracil to 5,6-dihydrouracil (DHU) by using NADH as a specific cosubstrate. It also catalyzes the reverse reaction and the reduction of thymine to 5,6- dihydrothymine (DHT)	3	6
general secretion pathway protein G	3	6
Usher protein	3	6
Phage derived protein Gp49-like (DUF891)	3	6
IID component	3	6
EAL	3	6
amino acid racemase	3	6
cold-shock DNA-binding domain protein	3	6
cytochrome subunit of dehydrogenase	3	6
Inner membrane protein YigG	3	5
Inherit from proNOG: dNA-binding protein	3	5
Protein of unknown function (DUF861)	3	5
system, IIa component	3	5
beta-lactam resistance protein	3	5
iib component	3	5
mgtC SapB transporter	3	5
alkyl sulfatase	3	5
UPF0379 protein ykgI	3	5
Epimerase dehydratase	3	5
L-sorbose 1-phosphate reductase	3	5
Involved in regulation of length and mediation of adhesion of SfmA fimbriae (but not necessary for the production of fimbriae). Seems to be mannose binding adhesin (By similarity)	3	4
gluconate 5-dehydrogenase	3	4
AcnD-accessory protein PrpF	3	4
Tail completion	3	4
DNA-binding, transcriptional regulator	3	4
Efflux transporter, RND family, MFP subunit	3	4
L-idonate 5-dehydrogenase	3	4
Phage integrase family	3	4
Tail component	3	4
phosphate ABC transporter	3	4
Involved in a secretory pathway responsible for the surface presentation of determinants needed for the entry of Salmonella species into mammalian cells	3	3
biofilm PGA synthesis N-glycosyltransferase PgaC	3	3
Biofilm PGA synthesis lipoprotein PgaB	3	3
Bacterial protein of unknown function (DUF903)	3	3
Catalyzes the transfer of an acetyl group from acetyl- CoA to the 6'-amino group of aminoglycoside molecules conferring resistance to antibiotics containing the purpurosamine ring (By similarity)	3	3
transposase, IS204 IS1001 IS1096 IS1165 family protein	3	3
resolvase	3	3
cellular response to acidity	3	3
in Yersinia this gene is involved in biofilm formation and hemin adsorption	3	3
catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane	3	3
Domain of unknown function DUF302	3	3
PTS system, Lactose/Cellobiose specific IIB subunit	3	3
Choloylglycine hydrolase	3	3
surface presentation of antigens protein SpaS	3	3
ec 2.7.1.12	3	3
phage polarity suppression protein	3	3
Sulfite reductase, subunit A	3	3
Glucose-1-phosphate cytidylyltransferase	3	3
Converts glutamate to gamma-aminobutyrate (GABA), consuming one intracellular proton in the reaction. The gad system helps to maintain a near-neutral intracellular pH when cells are exposed to extremely acidic conditions. The ability to survive transit through the acidic conditions of the stomach is essential for successful colonization of the mammalian host by commensal and pathogenic bacteria	3	3
surface presentation of antigens protein SpaP	3	3
Regulates the expression of several genes involved in acid resistance. Required for the expression of gadA and gadBC, among others, regardless of media or growth conditions. Binds directly to the 20 bp GAD box found in the control regions of both loci	3	3
General secretion pathway protein H	3	3
FIMH SUBUNIT MANNOSE-sensitive type 1 fimbrial adhesin	3	3
Inherit from COG: repeat-containing protein	3	2
is600 orf1	3	2
YD repeat protein	3	2
repeat protein	3	2
Ribbon-helix-helix protein, copG family	3	2
Branched-chain amino acid transport protein (AzlD)	3	2
May be involved in a fimbrial system chaperoned by	3	2
NlpC/P60 family	3	2
TonB dependent receptor	3	2
Plasmid stabilisation system protein	3	2
PTS system, sucrose-specific	3	2
Protein of unknwon function (DUF2893)	3	2
Part of the ABC transporter complex HmuTUV involved in hemin import. Responsible for energy coupling to the transport system (By similarity)	3	2
bacteriophage lambda NinG	3	2
Phage terminase large subunit (GpA)	3	2
acetyltransferase YafP	3	2
filamentous hemagglutinin	3	2
Protein of unknown function (DUF1320)	3	2
monooxygenase, FAD-binding	3	2
Phage head-tail joining protein	3	2
transient receptor potential locus	3	2
beta-phosphoglucomutase	3	2
Phospholipid Glycerol Acyltransferase	3	2
xylan 1,4-beta-xylosidase EC 3.2.1.37	3	2
inhibitor of vertebrate lysozyme	3	2
adenine deaminase	3	2
epimerase dehydratase	3	2
major facilitator superfamily MFS_1	3	2
Caudovirales tail fibre assembly protein	3	2
auxin efflux carrier	3	1
Inherit from bactNOG: helicase	3	1
flagellar protein FliS	3	1
Magnesium transporter	3	1
Inherit from bactNOG: Transcriptional regulator	3	1
methylase	3	1
Periplasmic binding protein component of Pn transporter	3	1
Short chain fatty acid transporter	3	1
Inherit from proNOG: ATP-binding protein	3	1
AtP-binding protein	3	1
malonate Decarboxylase Gamma Subunit	3	1
DnaB-like helicase N terminal domain	3	1
drug resistance transporter, EmrB QacA subfamily	3	1
Toxic component of a toxin-antitoxin (TA) module. ChpB is a sequence-specific mRNA and (weak) tmRNA endoribonuclease that inhibits protein synthesis and induces bacterial stasis. Cleavage is independent of the ribosome. Cleavage occurs at ACY sequences where Y is not C. The endoribonuclease activity is not as strong as that of MazF. The endoribonuclease activity (a toxin) is inhibited by the labile cognate antitoxin ChpS. Toxicity results when the levels of ChpS decrease in the cell, leading to mRNA degradation. Both ChpS and ChpB probably bind to the promoter region of the chpSB operon to autoregulate their synthesis	3	1
MurP, subunit of N-acetylmuramic acid PTS permease	3	1
D12 class N6 adenine-specific DNA methyltransferase	3	1
Inositol monophosphatase	3	1
Uncharacterized protein conserved in bacteria (DUF2345)	3	1
malonate decarboxylase alpha subunit	3	1
plasmid transfer protein	3	1
Protein of unknown function (DUF2502)	3	1
Protein of unknown function (DUF3343)	3	1
Inherit from COG: Fe-S-cluster oxidoreductase	3	1
Phenolic acid decarboxylase	3	1
Sulfite exporter TauE/SafE	3	1
Holo-ACP synthase, malonate decarboxylase-specific	3	1
Inner membrane protein YmfA	3	1
Major facilitator transporter	3	1
AsnC family transcriptional regulator	3	1
Phosphotransferase system PTS, lactose cellobiose-specific IIA subunit	3	1
this blockage is overcome by subsequent expression of antitoxin HigA. Overexpression causes cleavage of a number of mRNAs in a translation-dependent fashion, suggesting this is an mRNA interferase	3	1
Mannitol-specific cryptic phosphotransferase enzyme iia	3	1
anti-terminator regulatory protein	3	1
Tautomerase pptA	3	1
Toxin, which has some hemolytic activity towards mammalian cells. Acts by forming a pore-like structure upon contact with mammalian cells	3	1
phenylacetic acid degradation operon negative regulatory protein PaaX	3	1
universal stress protein G	3	1
protein YnfO from qin prophage	3	1
Carboxypeptidase	3	1
peptidase C26	3	1
Subunit of malonate decarboxylase, it is an acyl carrier protein to which acetyl and malonyl thioester residues are bound via a 2'-(5''-phosphoribosyl)-3'-dephospho-CoA prosthetic group and turn over during the catalytic mechanism (By similarity)	3	1
NAD(P)H dehydrogenase (quinone)	3	1
bifunctional aldehyde dehydrogenase enoyl-CoA hydratase	3	1
Inherit from proNOG: Sugar (Glycoside-Pentoside-hexuronide) transporter	3	1
transfer pilus assembly protein TraU	3	1
Phenylacetate-CoA oxygenase, PaaI subunit	3	1
ATP-binding protein YghR	3	0
Methylmalonyl-CoA mutase	3	0
Flavin reductase domain protein FMN-binding protein	3	0
gluconate transport system permease 3	3	0
Host-nuclease inhibitor protein Gam	3	0
Removes 5-oxoproline from various penultimate amino acid residues except L-proline (By similarity)	3	0
NUDIX domain	3	0
Uncharacterized BCR, YitT family COG1284	3	0
rpiR family transcriptional regulator	3	0
Protocatechuate 3,4-dioxygenase, beta	3	0
Bacteriophage N4 receptor, outer membrane subunit	3	0
Tape Measure Protein	3	0
transport system, permease	3	0
Arsenical pump-driving ATPase	3	0
Lysine exporter protein (Lyse ygga)	3	0
Inner membrane protein yghQ	3	0
bacteriophage N4 adsorption protein B	3	0
adenylate kinase	3	0
flagellar export protein FliJ	3	0
Arylsulfatase	3	0
deoR family transcriptional regulator	3	0
Protein of unknown function (DUF805)	3	0
activator of Hsp90 ATPase 1 family protein	3	0
Inner membrane protein YeeR	3	0
recombination protein	3	0
Lateral flagellar anti-sigma factor 28 protein	3	0
Inherit from COG: Specifically catalyzes the cleavage of the D-lactyl ether substituent of MurNAc 6-phosphate, producing GlcNAc 6- phosphate and D-lactate	3	0
spore coat U domain-containing protein	3	0
periplasmic solute binding protein	3	0
ABC transporter permease protein YphD	3	0
regulation of transcription, DNA-dependent	3	0
Regulator of gluconate (Gnt) operon	3	0
Iron-regulated membrane protein	3	0
Protein of unknown function (DUF1272)	3	0
Gluconate	3	0
uncharacterized protein YehQ	3	0
with YgfK and YgfN forms a selenate reductase, which seems to catalyze the reduction of selenate to selenite	3	0
Protein of unknown function (DUF2635)	3	0
Protein of unknown function (DUF2946)	3	0
Lytic transglycosylase catalytic	3	0
6-aminohexanoate-dimer hydrolase	3	0
conjugative transfer protein TraI	3	0
IclR helix-turn-helix domain	3	0
Guanine deaminase	3	0
domain-containing protein	3	0
Carboxylyase-like protein	3	0
Catalyzes the dehydration of methylthioribulose-1- phosphate (MTRu-1-P) into 2,3-diketo-5-methylthiopentyl-1- phosphate (DK-MTP-1-P) (By similarity)	3	0
magnesium-protoporphyrin IX monomethyl ester anaerobic oxidative cyclase	3	0
flavin reductase domain protein	3	0
TonB-dependent heme hemoglobin receptor family protein	3	0
flavocytochrome C	3	0
uncharacterized protein ydjY	3	0
4-hydroxybenzoate 3-monooxygenase	3	0
Deacylase	3	0
Zn-dependent hydrolase of the beta-lactamase fold	3	0
Inherit from COG: Ankyrin Repeat	3	0
NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. The first step is catalyzed by NqrF, which accepts electrons from NADH and reduces ubiquinone-1 to ubisemiquinone by a one-electron transfer pathway (By similarity)	3	0
ABC transporter (permease)	3	0
Pyrroloquinoline quinone biosynthesis protein D	3	0
Protein of unknown function (DUF2955)	3	0
yecA family	3	0
gamma-glutamyltranspeptidase EC 2.3.2.2	3	0
Protocatechuate 4,5-dioxygenase	3	0
